Block Height,Output Index,Address/Pubkey,Amount (BTC),Script Type
8016,0,0438228d00a74b1e6e4559885aec331fe17240c58896b994363af16e5937a8ed5fc06c4bd8e664c8741cf2cfda3044f5b4e7f74bbe847d18e6184df37a7ecccb58,50.0,p2pk
8018,0,043c83c55434695d82726ed2228e942befa6aba07cc834ee6c45ee45d3067b1765778295a1dc469eed765cc38fc36e207f4485ec80c9156d035699f6376b2fcbb9,50.0,p2pk
8020,0,0452bead4e6251745b69b12813a34739c03a791401d90f73705116b31cdd537f3375492794fb73df560f5e34d4cd96e75fe33c59a07d7e8aa9b4ad76ef0cb2761d,50.0,p2pk
8021,0,04da8becd4d3c0104e4620c0d4f9d8626bd4a99e6b4bcedee53363c48876b5773a4a5907c9f4adee7cccdf7bc081685e857595585ace48f42f204ace0d0307fead,50.0,p2pk
8022,0,04b3aadcb628915242d4d7f91bc89caf510aba2881072761ffd727b7b944001205cef3cf53686f7e06e135e9ce4a14f585edd1d27495a7d69d5c24644ff5d16f51,50.0,p2pk
8023,0,0489f38af3bd0fbc88d065f14f0f6799a737d0c40a288415befb6c40fd939ce6801a6ee75b88d86fdae54d99f72253fc6a5073e86f7cd6c45d4bcc62a18a984912,50.0,p2pk
8024,0,048397690235964c85198b8aadccbd88442ce24ec3cd02e6c4167ef8b5218546b90f95a6402b823f471229f8977f8311191084b950aa9025fe63ebc989074c4382,50.0,p2pk
8026,0,0413fb3ef9370b6cec836cfd04d706078bc66038f11c76626b7bb407b6bd9386eb42c098e5e80833740e891121f99d5a0659ab8962d421997c8f3fbbaf36c78a0d,50.0,p2pk
8027,0,040fb7d06ad03c132d90f7761dad784d1e90340b542527a247b0ccd2f79a896239add8043248aa49b18fd92c82a11ca0f163db857f126261ab5ee9fbbb7c5c7433,50.0,p2pk
8030,0,048f777aa1b0184eae8bf91222064e5e5b83e109d25745b7feca8c9443be76ba83892d3a4581649665623db65ee91cb018531f1798c45c2ff443f47bc3e1326581,50.0,p2pk
8031,0,04e3d5a16bdcd80a2221a047ed479b2e0e52ef10ea47a37638aebbcd6d5a7e045ee1daefeaa6ea6e4c36d8257669fafda548df1d082f12129011fbccdf7cb50ca4,50.0,p2pk
8032,0,0428faba61836468916f8208fc58b56108372e2fd89f943644cdfd5dd67c9b87af06d324e9e3eb01720c3f8932c324ab8e29a8214cd4df4756e2b011d674a85fcb,50.0,p2pk
8033,0,04e0848fcbdc75f8ba87206dbe99f5c6fc1e56517a14a60ef63f2f8aa7ff39535347da4adb5658927e57440f325b5871898288b0d86ff66e48dc09f55d43e142b7,50.0,p2pk
8035,0,043c455cc095ac655b7f15db31be32dbd8fb02e67bbbd9193dc55ad90c2402cb975555a1dac7938ddfa554c19ce39d0f3e67533c851560215f48202a99cfc34bb3,50.0,p2pk
8036,0,047a9a166f8a128786b5f1fed71bfd8b1e4a05721024c508a1d053e58311104a9624f30a5e3ecc8ac91c3e591afc79b029b9beff8d07e3afc86ee785e48ee4d62e,50.0,p2pk
8038,0,047eccffa1b6b78fb3e9f6233ef3882494fa34f4d5445863ec9d60387775aea80c8b293c27204eca465a1d6f93e82aa94bea5a4bb94958aa6973286fa69edd940e,50.0,p2pk
8039,0,04a03c2f29f636c0ce0b9b2dc4749a7a0f6f9db396c824a0ddfeb986baa76de1e8ca081fe2713f85558af41f9a01ca23b7ab58d6e9fd902e13a9ce49143312363f,50.0,p2pk
8042,0,040e0bc6a122821736824fedbed8bf4e9e791c9c98bacf04f283943558eb6f63358cbe37b27a0a4b46bddb678fcea427bc7237fa58e0233f3db02941445a24b45c,50.0,p2pk
8043,0,04cc2d851898cfe093222c34bb10458740ea8d0f6bf8ddc28c7436cf355537fd59a5ba077ee27016cf95c4f42f75050946ad39faf3e5788549aed76609921c4d43,50.0,p2pk
8044,0,046b8d20aac4321b1b1b6c4090f1c0601e1e8822744962491b05e77d098017e7b2997de9f0d405e9684dfa181453947953d881c399c1f6fcb3296f3e3e6df6ab4c,50.0,p2pk
8047,0,04c749e16c9b35295406596956190d640f4f87cb598e19243c09fd3c332afa32ac3c7a3cbf7024c394c8fbf401cb678cd659992b1417298fa1f71ba2393b354097,50.0,p2pk
8048,0,040d46254d656785c5f9a1cb543ac52309ae0869d6a987658b13456b411f4b7a30fbb6b105afa23919ea52e125a61e14c96f3adab20bc5f016f299158e59484ae0,50.0,p2pk
8049,0,047a4cbb538b74b2766f16d1d6880b862504fe2fa14a68e54e9c72c42a7f671cfa4ea7f18353eb40eaddded633b06d03981c083d9f56e36c0af9204d5de1d28fc7,50.0,p2pk
8050,0,049be0cb89699cadc53806a8e86a9eb58cd3e6faf345fe867ad9c1e7c432c9810374dee651ae946a41c4298528dfacf4419558f21cfa6bf5fb2169b25faf7d133b,50.0,p2pk
8052,0,04204e34ead74c8112751ca2cfe3490bb31a27e8f46f5f6a3cd277846d5f20a3479180ccd9390186d58e35ba59537db5b06ad3dbea7c8b882fe33f4dbf2183b9b1,50.0,p2pk
8053,0,0465303420fdcfd04edac07dd1a91a0c4f43ea08723813abe167e4630cb6ac1ec418fcbd5a2a12113e8b4ae6a204b0cadffc53d206f1f0709a4a6d81893b8b1fc9,50.0,p2pk
8054,0,04a67649628b97cf2ebdd649ae994ebe69da37dc60654e42f59f5fdd17f038a53d83e8a7c665c6ca39ec4ac4377e577b98e3476362a020be441fe70d67202f8aeb,50.0,p2pk
8055,0,04d8a98166114315863040375757fd93b9772d96b5cd707e38daf2499f0dfb18e437e680a14ed1c5b9026a44553f7c8eb04d74fe42b7af37af2d047cb49b382e64,50.0,p2pk
8056,0,04adcd82971ee06527257e5cfc663c629053fe762e048ca61d8bc5386a16e32a04a17451fb5758d011af06754a70ea6ee0ea75f511379f5953f0840100852b6a7d,50.0,p2pk
8057,0,0449007e0f3ba7d35907fae6db67d369ffef314ce57ac714a98352d8280bd16cd20b555b803b606f28a9706883ef0faaf97bdf6d9941da8e6014333ac67a129ebd,50.0,p2pk
8058,0,04c554fc5319f7bc4eccba905da477a4fc96761fb94a2b5c1c10aa77237183d4e8d92d3a3f0251650a0f7a43c7d0b8be15104711c690a1ff3cf1fbdb0f0e31fe5a,50.0,p2pk
8059,0,04d2ed7cc9b970f2dd89dc58ebb8a5d3c972e69300191500c0f37fe9b07cdfcfd0a9fab2b7df9661f63b9fe2ed116fd3aba9e7487c18107d453efaf1c3433a8efe,50.0,p2pk
8060,0,049acd9e8ddce6256fcb8f6ace3a6c7b01c7415f468c6331b745617d98fbdf69d9f03a0424f7c0e6aa6f7c4ddbec5dfbf88a98010271cd78dec9379c50565f3173,50.0,p2pk
8062,0,043bff88c3ca0b742ac879d6bb5c96be6da9fb3c8e5b056966f4da27ac893f812b9beeed8eabd4afecf738266b36c1bb979456a1e8d9cd4bea16fe10f304021e77,50.0,p2pk
8063,0,04556f90a8f9f9db39f01c0094844e5fd2ad6973bd5c2014ebe7ad0ede3bc10d0c986723ac8635569be275aa111b830b5ad554ce5d627011185d29b2f62fe6487e,50.0,p2pk
8064,0,047fdf1a9eae2bef1a2f57858e4f59300a2c557f4d1387bca5917aae4a525c74c8757878b827189e5a86b5660137bedb9852e66c3075219ebafd6451b2afd6419a,50.0,p2pk
8065,0,04cbb02943ade836d240e8a2cf23591394d5a2eb6ab7deb55d8bfc567a52e442c39bb9007c28d0ea96e4e835b64bdc182e48873232de58a042cb2eefa6f2bbf956,50.0,p2pk
8067,0,0400221fb5026fe55a547b49ede6ea985bebacc9a758efee7ee5ac04532b928b8d65ba8fa85ac76ed713c4d9170536160dae01e0feb465f86830f5a54c2327aa45,50.0,p2pk
8068,0,041595090b5042d2bff761fe9588d1762536a8ef19cbe2f66e5f17182406881f7607f490473e359af6fa75440afa9c51ebca53bdcb29ce36f9b98ae0b0ac5f5098,50.0,p2pk
8069,0,040cf600d08be0532de5e41354c1e4a6214cd6a8daed62d224780ee81fc4d5e3d0a5506dac4df160536913e2fe1c95c4a445252962d66e3acc37acdd3e841faec8,50.0,p2pk
8070,0,040756699579f0c6618476b2f52de9c58db9a1f59095a690aeae6332f3acefd678a991187de427f96059b270df5f71fc68ef34b2522e30badb0da594d92921037b,50.0,p2pk
8071,0,0471b4582430f6ecd205a64c0c1e6f0d4dc69be111f00e6d2e5ff88bf4e1dbae32f4a419cfa881f5bab03d213a8e13f07be32dca1ae1b855622b114f88213c1f6a,50.0,p2pk
8073,0,04f2ab6aa232378fdf11359af8df50340943a6621127b21777db07452ccebbcd9390cfb3908582fe9bf0dd1e60f36582ba326367a9ff446fc7366e24d9fb754949,50.0,p2pk
8076,0,047e0bd8b74dc6dde03db074c9ad88806beabce942249656184d8223e8e1af1d24517fced980157076aa65d7a67589b440e3c425641f1bc2057371e12e0bf74a79,50.0,p2pk
8078,0,04042785a66ab3f45b5b9af36ac3af06a95fc98044c4c6d49da51b6bfac6dd975abe6cade550773f59e61ca8e271152519a651aae0db698b30b66ebbfb803fd567,50.0,p2pk
8079,0,04f2b20779cedfa1730d84a9fa33b20baa4dbb06409bcc40d5cded24f71e877eedcbac23e468f530f8b2af7da5be4ec81e960251d5cb368f082856916b9dcba233,50.0,p2pk
8080,0,0446b381579b2eb46815668e75cd50e665f967dbe8fe149373075c0e0c5d1d1c248fee528059446b54723a1d6715d28424131355483b5e1ec615f69caa6361753a,50.0,p2pk
8082,0,04a373e768a771d079cf959739cf4a697622a9b71e4756e93c5d700d1d21424d7b1b10c962f6a56a663ca7a0e91f61b1967ece4bf8dde2d690a3fc6e4abaad06ef,50.0,p2pk
8083,0,0492008eae0981e28402c0baa7f6491f0e4de7a05bc203b578a2d8a01658128027d6a7a2d48f12ad16a4bff2f11f17a8a9ab15f684a12a42ebb88388ef296e6c5e,50.0,p2pk
8084,0,04f2fd89aa678a8052c584cda5b18b0b072a9f21c08df47588b7ff8ef28a029df40c99b8e95aab795d72934520a27f67b195266374cae7fac196af2dbacb8d4c00,50.0,p2pk
8085,0,04cff873d8bb53e4b3b30a09f09a7acbcff7f50ac1f9aefec39f37506d59852d4fc21b1da6843b2e3e11c4fc9de408b9564424f3c869963f5dfd3d3bed1343e2fe,50.0,p2pk
8087,0,04ea04d47f0be4892e07bee27461c15375251ac877311ecfb8be1149d6b888e3a08e98c2349ad59b20c0fd62273a3d4c0f6629843fe6fa506803256ce1ab2e15ba,50.0,p2pk
8090,0,0418c0c750c7fa517d38af4ad5d0bbeaeefce31b57415480bb8eac30ee6b5b2a84c2750191a0ce781650b35168b8e90181d5fd2e4cb1cde30da004fee1d54322b3,50.0,p2pk
8091,0,04cf4d690eca454227991de95712183432122f95591bd6903ea6829f17e76220cb4f72a31f73b72f43515636fe89178704f5394215f827557d7821ecec7e818b62,50.0,p2pk
8092,0,0469c52c33ae6469f9e5a46aebc20bc346accb23ea31b70d15dadf8db26ca013d92719298e2b7d3145e4b5a4ecde0de4f3735414bade5bb0d8c500d66a9303da01,50.0,p2pk
8093,0,04b69a5f9debaf87bf742808f219c945853b114383e867685a9c67b8f70aded94805db499bb49ea4de1c3065598e785ab05ea17d165ba098cc79d6d2eff170a095,50.0,p2pk
8094,0,04901ee2f5fcc729e8a695b86a3ce01de8df9cec768f0246ad7add778710176e4ff13ad2286a9a8b517f1483881d5086f394b65911903604c043c50bee6b0ae05b,50.0,p2pk
8096,0,041108c111a5aaa11a29e3e632d52131c721b7dc39a8045841ad148b4e1c0bcd9e1a81e19e2a4f132600876d4793a713a89d4ef1d20862981886cab28bbbd1030d,50.0,p2pk
8097,0,04cca151eba2615580cfbba80d9e2b714a8bb52a8164762162bfea67402a1b04fa40e0ad6d1ee6ed33c55fc3c31aa124a8e0bc377269e16d20266347af404b868e,50.0,p2pk
8099,0,040ccaa8081910675dbff1384117f1bf0aed695beb2ea22ae72730c11be8eb0970847e59467b1cbff339e3c2c068ef064e8bf0ae195fca240a9aa5222509150656,50.0,p2pk
8100,0,0486c6230a02ed005e3e295af2351290d122fe56b9eeba667378c2d9a98885691e64a3a340a14dca98362f6c50ef464268631ec878d3cb56f581d22b15f19fdf53,50.0,p2pk
8101,0,04a7331340589440a14db399f8fbbc10cefbccc4043d4023302ab1ad3987b216669cf2ea5a9213f5980d5fb6a928c6308b870e92fd0481db31455cde7537b37c13,50.0,p2pk
8103,0,0432845931e84be2f24fb6ae6614f04320d5e80532a676617f91d219bfdad5bcc5f858ffd4ff2819906454d69bdb28dcc1e79835ebec06cb1ea6cc62670cb65f8d,50.0,p2pk
8104,0,0404f3445ef8074835a91e95853f4f8274ad808be8a142e28789e2cfabfc2ae6086a382293a16bd894787df1b2edef45c7de2658aca7a36a41ada48d9f2a284fb5,50.0,p2pk
8105,0,042f7028b27d15da7fb51a3e8941bfd47fe086b59b05366fb1c79a8c5329323c5bfe9ae5b959805e5aebbd850c7d29746acfcee367e1f072e9557802e8e8b0b640,50.0,p2pk
8106,0,04209cce16d92db17f13e78ba22e756260c7d2fb786f63f9ee16873a49a5d571b05e25aa0929cd23c73d751eefe38c4bb02069e7343f6f6448706fe9363c6e7084,50.0,p2pk
8107,0,04a550384e46b7ba392d75e810c60a6eefaf69287138222b27496e8854e09822d016de6575cc50505615aa49967d387c13e4c5ebae1a3b219e0701f5b119fd7620,50.0,p2pk
8109,0,04f751c524017e456c7430111f8c5fac5a973f3a498929b9417f42efc863c206444e2223bacdc7db11ae52303bfcb6dbcc11d30fe08dba5146d25dd2720026d559,50.0,p2pk
8110,0,04917088d8da814a333048990984b9346d1bfbd34e627e01cba89249b6c4ea1a65fa4dcc0ee222e4a69fe0d230a79136f23ac8f9be2757c0ed614236ce14fd25a1,50.0,p2pk
8111,0,04c3cd8aee6717a2a7b55b981b8dd9357de55c66a28274ed8e6903aa76676ec10b85dedfb9006a8de71e5b72dba7ee6201f3274c2952fb99d5fa4050b5c8d47725,50.0,p2pk
8112,0,04647641421fa70d81b5d5231777e1035ec514d4fa9fb9b42cf4deb0446ef9a0f3399f43f0a37ad369b941197b308454ee66c23688deb0ee810c2669e09e55eacf,50.0,p2pk
8114,0,04f0b83bb3fa57b9462d67475cd934f66f7d8ddb086f90fb8bd362bf2a7c104fecdb587f9700524135f9864aae6750f423e9be520f2595632c03fc43bfff2eb632,50.0,p2pk
8116,0,047737a6f66c7e50b0a3fb39e7499920ecea237d4875a71db3d8aa0b81db7cea62f8a3be1af927fba8afac4496de4d16169e1952a23c29e9c448048069124c13e8,50.0,p2pk
8117,0,043fbc628c6e410b99b628decb0f7447853de8d8d0ef24970eeaf49bfd52434f5f5dd8453dc06207a4a0e6c81d5957a45af763433cc8d28c0e3e0de153d0a97a10,50.0,p2pk
8118,0,0459427cd0b32cfb3cae92feb770142f47fdec23d8e83d7609c973195349d4866b37c2777f0ba1b5855afa7aedc84d9b8d3e32c569ea75f1f7769648c7e9081fb8,50.0,p2pk
8119,0,041621090cc216c8e12c24684cacb2ec8b5d245469b372a037638c5b93d8e43da7420b1ac6050e44301cbe1883f9c8ee7d5fff96f0cafe143ce8556cff83aa14e3,50.0,p2pk
8120,0,04acc9f6367664f034aa745b25a720d878eef5bd1b374bf23d05c92cf43ab62f88cc1539ca1f8c5a3f5caafc18a4a90718c0bd5e3faa7e539c8491e1cd9fb0ef17,50.0,p2pk
8122,0,0486055a88592446121a2b8fc7f8df7c1507742de845e737345cfea55ff7dd16c0e7e639c8a19549fdf552b10858d10922a715a18305c8c80a35f49b6f3e4b2460,50.0,p2pk
8123,0,04a4011c16b5cb94088f13f34e5fbe6122aeb0f17d25c51346147b1c9494c7c4929cc7b0cd0aaa25f3404d643235613a4fb9907aafdda944f23ecde303b3226a0b,50.0,p2pk
8124,0,046096276c022a896136133272fda5029b77c7bca9574645b1bb1cac4b78929775d2432bf23e42b307d9152add759500908b54c187a8f8f31c814b6a0b76226db9,50.0,p2pk
8125,0,045e9e01895f99adf4d65be761b54638993ab81bf578f36ea8980d1aa976a4ce802d9695c59d2ead884ea240bee0c8b55e9ce29bd0c2969fc9fc6015e83daff1fa,50.0,p2pk
8126,0,044903921b61448721646c2c458db8d5311ecde47e3a50fa3a5ecd3bde1c7be7782075e0f498d1f85f6124bcf33f942ab2f832ccb067f63b0dff40355a506622e7,50.0,p2pk
8127,0,04fcd76f28b177050309afde7bd4d0cdfaa5ef7d7bdbf3ada501461df1a790f55ea88f394d61c967a23bd16400a5d179d3a606ce2d2a7197c5fa7029eb0c4f19e5,50.0,p2pk
8130,0,04c0d2ae1994dac62d927a4ffe1e4ad410fda4d58f1b45d918c00f409247aef6355c765a049572322dbd11a4c6fff601d11bf320fcbe8bdbedd6c57775585d4356,50.0,p2pk
8131,0,04565a482bc5de6f9d76c34c9aa23ae21eaa0a81adcf1aeddfe15e3be759935883729f48e18ff726017a8f056d877927b414a824a796136bb5cbeb0691922d80d0,50.0,p2pk
8132,0,04384bd9de103c853a014918f8805e046789cedcbec763b4652a12f2840a086e59c44a8c9892d3fadaf87bc1cafb1a40cfd5457a2c377993e61465f4ea85b52299,50.0,p2pk
8133,0,04dc637550ee5f44033d384fd967868e90188963ec491b4737ac493afe55ecbe09be27fa1e4dcbf4d05c68cc6d14308eee999f539dbbd3fed11dffd335487a0a44,50.0,p2pk
8134,0,0402e0c7be192b94116bb84cc8241755a6b4e7969fd40a17b35f816648e43bbd305c7ac411f2c50c84ee0a7b55d132bc1c5ef2ae6ebf5cfa6ecdba2360a5764c49,50.0,p2pk
8135,0,043ffd79ad8cc5e7d53e2682b2f6b0f8c0363a8842f74f21ee555096ac7887b5421c8902638a453484a1f253e455521dcfeeec7a35b75743340476c3ab7f0f239e,50.0,p2pk
8136,0,04ab80e33f13a34d08fba1ae7e1468dd723fde081e843b33cadf99e0399ac5786e709e0a0b0be96c38a15efb7959b5dd2dc2e07b9de3b411f4da5c56c445ccfe3e,50.0,p2pk
8137,0,046879d40291929a4c480ef8f9ff7677e2059b83720743f47f4df5621873e8ce9d7663abca0a2755cbd2d29cd51fdd08593951aa32d4e54f20212f3b8efbb94e10,50.0,p2pk
8139,0,04dbbc55f1d398359620bbb131c8e121f6b18d23a6deb873bb19df5494cc0494e0fb0ed6d3601ab9c09a59e8a1dd17ee471a1b269309c064455e0008072a450b8b,50.0,p2pk
8140,0,04bee85b79db37688acd8818df15b3d88b294ac62dac631345a73dfecff0ab3786ee7fed3d1036f01fbadb93793f2d3722f83385ae1aa0d0660e36d7d1fa3c1912,50.0,p2pk
8141,0,045bd4fd1b06b885ccbbe2def58dff9a9ce636b1183910b9520ff50653c14409e5556740091f320fbc86c0bb9ea64bd6b5bb8a2ab33f8811cd0388502e55a49bbd,50.0,p2pk
8142,0,042bd5dd472a24bdb10293046eba75a093ade4464e17aba78b73f4a9e960f3ef537cea7591ef68b4d1d0639b9bc7bfb4b8c4d872575b4f290f075b88933ce3ff10,50.0,p2pk
8143,0,04d9eefe2f152c69b76651832a4f555877544c466c225e4087ad5337ad12b43a625b1b450ac227581a504deb6bff0a5a582fb0c39917f3a635702a3cac4a53e461,50.0,p2pk
8144,0,04550cc32717a98765d5a3186bddabebf1f8d6c2d0e5b618a403d3190f1946d17f39e6cc3b394bc65349bd969519ef9bb98f11316e56c7a7ccc2121c259043e37c,50.0,p2pk
8146,0,048129289a0886e96258a54c547ba440cefa8ad86ebd4aabb2edf8f0ff75170f6fd9b116fce1106dfe084774fa02e90c2ab0c0fd75c99c91b0b2a89d7b441360aa,50.0,p2pk
8147,0,0436dade8a49ee8065f65bfb006862331165635f8815228dce2f77a20a35f4f0a909b90badda8b118fec552c428c7f6343cb1313ebb012f534237860ef68c94100,50.0,p2pk
8148,0,04d5c1204411eaca207dc4470298d78528d6dd9ccc109b2a2254758f40ac841a56d227bdc177f11b07ba04bf713df2cee20a2c56dd0325c6d64f001973e5cf7e24,50.0,p2pk
8149,0,0405b03f46c19542b0117e0473b45db868aad6a5bdddba6f120a0b1f6b5dba4ac6933c81531b5c92e6b3bd5f13e7e1bf45bda7a0f71feafc1028bf26ad10f87250,50.0,p2pk
8150,0,04ce39cacc0ac2fc54515da818a4dc751c7f8bc9273416caf10755c6cef495a5a72bf37308e9fbf11f70039ef8cc16cac144ef4a28f462f3fc832162f83b1ac272,50.0,p2pk
8152,0,0402eca46e2c2fdcacbf0a3f1d3ae9a966827e1b2aa843df27f1dfafb17feef2f46bf0749e9085fa7880724377517d8798de982e1fabcf76aaa86c2866f4853b08,50.0,p2pk
8154,0,045c575092a14cd1bba1de89318d53ebb3cf59fc155b6638052537959d2786b96c29f90a887ddbaaf510d4ae6b31a3612183374b65ba30d98eb2043e90acd7b00b,50.0,p2pk
8155,0,04b551c0b570a4fda1e9dc213a9bc1b5bbe090750e7fea6307f7bf7f2fc16d4227c81426756f1d748b8b53caa82131b6ce47e5f6a11b74736d629d519934f1f796,50.0,p2pk
8157,0,0416fd4dd929695bb0ffbd852b859a4f5d115127b57a8dad76578e0c61099d74cd560c35ede0f376f193867dcf1842583ff52417df9f31bbebdefe3ee8e6746ef1,50.0,p2pk
8158,0,04dc4bf7dddd55ef3c2f8436950b76b4e17a5e4c8543698cd956e85525828bacdc50402a79de767a0c4812f795581b56e8681806367af17b5631371ade7fb2f6de,50.0,p2pk
8160,0,04fc02756dd5b23ade5059fa3e3692aa8d8c1749247ea0ec423954f1f51ed5e1612338bd57c2f03de57337a89fca7483ad1c4e032ce92bce230594a4c0f19ecc84,50.0,p2pk
8161,0,0439e7a3e3248a6d39795727f17cb1f46ae2ee28a2375d81d03b9d0cf1ed751a4785249aac5d72be5284dc798ee77b1ccfee2b1253ed90ebb09e42687e9d501b64,50.0,p2pk
8162,0,04231ed48f95884686c26ab4dfb7a225e300b1dd5dcedfc26907ef258e41df07292c3259eed862db9684e2639488d8682086c0f120decaf0becc3318024baf70fe,50.0,p2pk
8163,0,04959347c809dde76033e49035c4da4543c353ac2de5d936822c11486115cfe3feb57e0db4abc7595bfa4489f99d99b95cf0ba6f9a0f06a13c54dee4c4b710d6b5,50.0,p2pk
8164,0,04fe986dc99dcbfacf6aa2285ba99a30f6ade0a56560fdcb4d09b32b5f5d93432e92b5ac2e8413ec2d4e06233e3f9e66a4e788372b58d50cae5d8ae54797690d47,50.0,p2pk
8165,0,04b40683ce92401fbe9c528337eaccda7f7246b947a509f6f0906eb713efa235950ee6535dc840bf6d38d71ae2e1a9a83be9e7b1e0a2b82b53f4e795b600d564c8,50.0,p2pk
8167,0,049f66e0ba8bdecd682589bef1fe828a216766b810104a720d2f42328287d562e6d5f07ebb7be5580cb091b6afe299f17a9591e1fed264f10cd1914798a3ca8eba,50.0,p2pk
8169,0,04b342723954cac461180af2ca12e917b261e6452f9eac116452db2c928188171dc843ee46100e782b955d0ffb7c8e499f94a79e371a75ecc1d4925da4dba6da04,50.0,p2pk
8170,0,04cc5f4e46a45e148a97ded1382481c2c97ba853d69892aebaf9202ed4337c69785b7e1114a21e2cf5d3594b28d0e201e3584697571d1d4683c67f6d2fd4c2a4c5,50.0,p2pk
8171,0,046c216d99665563c6d24fdc7e474d2148bf4bdc5a87643853a7894fc2a5793f2fb551ac5a85aaf2ad7bb0df606a00fe8db46c5791a5b0a2ff159e5cbf9cec4e45,50.0,p2pk
8174,0,04404ee62d63b3f8bfeb1ab9f7a6c9de949d4fc9886a4bb9157d020edf922abe186c0675a077cfb2ebc4a9b5191406c095a69f1b8c3a8b1fe82717b7420ce73658,50.0,p2pk
8175,0,04e0c26ce4ead6552351cc12e2dd114392dcf6fda602d7f71b25f19d9d7dfcf2444216ff7118dc2daf2ddedaaeefc3436c56c2c9b9441fab8f908480596b8cf821,50.0,p2pk
8176,0,04939cd215ff431ca2b8b882b177b1f33809a05cb684771e4bf579d3fbc358015240958d79f85430468d16bbce008278882d9d04b770842be15c767c718c522bb0,50.0,p2pk
8178,0,04c3b282ce157146ed467b02a736e36bf90256d35c5190abe644432519053beeffea4b94a7ea10d92a90612a446db6962cdf928cf72500e4b3cdcc5d8f52ca24b4,50.0,p2pk
8180,0,047142f6d55f63286cb9c7056f3486a6953350ae3149e3e77a95b42dc703c3e65f3b496067ee396f83acaa20ad064728f74ab4bd1dc9cc816b91573444dd0fcf97,50.0,p2pk
8181,0,040bed1c0c0f9187ae5b29aa756e0db4655017f1b23059c34f31339b5abd5302c9a240bedd60cb0bfc8991ea7eb8fa6e5e03e7ce8d6a9d6e33f7e1db675033706f,50.0,p2pk
8182,0,044dfced21eb186208344bbf1b0258fdf90ddfe120139bcdee4fe5e8e0787a26a1ba635974b1fd01b5a221d990941dd5b607f421761978d147ee0afc51775210b8,50.0,p2pk
8185,0,044680f5fae201086cb79b6ce4060f53b71cb926cb6cfeb929093d1de11259dcead093e8ca499669204bdf6a44d0d0c130e6799deecf26fc44bda50bb336e6db02,50.0,p2pk
8186,0,04b64625cfce4f52ea233591d0e4e1286f8b56a4ba5c55368fe06512f9690f16c252a3f2300a6b100f6f00474c1256359a8a6edbc8a8eb47ffe233860056ddd54c,50.0,p2pk
8188,0,04d9e3c5ae4d34de1c543448e60bb71361f41ac705b5c65f89c9d51a69c2912b46742e33647b039f2c4d3156ce5ee662cc7266015f6db41b17b77c544e0816caf8,50.0,p2pk
8190,0,040fc0f9482de134a3d337e3892e77c2501d5baf728a346a8e0f8d0c2b91ca5c7c115a9b2215b186e58106bc91f46cd71dbd0ed9d653a74fb9c160e1616fa18a2f,50.0,p2pk
8191,0,049696572e7cabf7b5367e37a7cecf8db759dca138fa3fc77a817ff4e9dd4ddef71fa4d872bb72bbe60835f358cf6f800101260e2e8d4d97c36a8853cf5920b719,50.0,p2pk
8194,0,04a5dae8cd3b6fd02aa2fbcb8bfd215e3e60975c0b107e1c2700320f1334063b571cc71aed4937aa7a0adade18a463ee38eda6cb2d6a0e5e5b783f0403cefb7b87,50.0,p2pk
8195,0,0420be9f36154fdeccaf0dc7ce5b6b3124121d688e5eabb5103e1654b1143fa00ba1b23bab2b96e684bdd6819b6cdff42063aca6e0029aed670d3f281a6bb4b699,50.0,p2pk
8196,0,042ee60e69980f798cf9fd950b9e242a0579af20f256d1892ee4b9c62ded6dc9b63b8dbce1bda9028a1c9978a55ef536774d7990e94328b35f34095033ea747098,50.0,p2pk
8197,0,040f8cbb3d8aeb96c079a62d97d9c3ff32ddc84a4cecc5d0e11b36196d4284be3cb6da0262992be31c2e923a4bfdf221cf8a77d0be7890602e1d961128439ac132,50.0,p2pk
8198,0,04838fbd799363c8acf4aab28338a867d301360bd6c3904d4609d9ad76f5e7c27093eaec3eeeca8378b103cefdffca30cae2e3639e89f836678946d312c24a0d48,50.0,p2pk
8200,0,048da5d5af0d84bc8b7d762d22e48e27c03ba37d384f6c8a4797a952e00a29b4f4009a10d950cd3798d93466e47bb79feb368846fd3e94541bd912c11e24ba9106,50.0,p2pk
8201,0,041f77f56e64c518d601048fb8a36da6f01c41065166e10bccd1994aa0dd0082258c39f6ae42ca5f7875f33727e99703e1e315280a730cc7e209f6cb93292f2e94,50.0,p2pk
8202,0,047f3e48ad7a29742e087e26bf9cd1983c8a79e5a1efe593ec28be08643a1deb4fe6b6ed6e866c5d30d973e22bdcfaa8c7debd4b2252776ae9432b7df168796bae,50.0,p2pk
8204,0,045820e986bf9799d279a791c6b4912d8dfb0280b9a790f914f2df1084a7a2a30ad53b537c51e0dd2dbb885fbaa6c913b5e71f42eb8c3a5497fa6ab118d8092790,50.0,p2pk
8207,0,048ed03358e332af2e7188ba820116bb45bd1d4848250bc3f9978d73e0757e1f0494cc801a0fa7e8c30dc690a6b10265b7b3b5d0e881565b4aeeb910a91a9c0b64,50.0,p2pk
8208,0,041de86d03aacef1b5cec1b95b78a35c103b20d274a99dda251e5dd0d6b5c5d827b5e44a9b962ab8daa3c942ac74dd093d7a5a26e8c63a15cdcb422405d451b811,50.0,p2pk
